Solucao 1
No:4 | Peso: 25
No:238 | Peso: 31
No:239 | Peso: 27
No:242 | Peso: 33
No:245 | Peso: 46
No:246 | Peso: 46
No:249 | Peso: 35
No:259 | Peso: 34
No:260 | Peso: 42
No:263 | Peso: 22
No:264 | Peso: 37
No:266 | Peso: 34
No:270 | Peso: 21
No:272 | Peso: 48
No:273 | Peso: 37
No:278 | Peso: 28
No:279 | Peso: 23
No:281 | Peso: 25
No:282 | Peso: 25
No:283 | Peso: 44
No:284 | Peso: 47
No:286 | Peso: 38
No:290 | Peso: 35
No:292 | Peso: 26
No:293 | Peso: 47
No:296 | Peso: 22
No:297 | Peso: 30
No:299 | Peso: 25
No:301 | Peso: 27
No:303 | Peso: 34
No:305 | Peso: 28
No:306 | Peso: 21
No:307 | Peso: 41
No:308 | Peso: 43
No:309 | Peso: 35
No:312 | Peso: 36
No:313 | Peso: 26
No:314 | Peso: 41
No:315 | Peso: 36
No:318 | Peso: 25
No:320 | Peso: 43
No:324 | Peso: 33
No:325 | Peso: 33
No:326 | Peso: 47
No:327 | Peso: 20
No:328 | Peso: 22
No:330 | Peso: 25
No:334 | Peso: 41
No:335 | Peso: 35
No:338 | Peso: 30
No:340 | Peso: 29
No:347 | Peso: 20
No:348 | Peso: 25
No:351 | Peso: 31
No:355 | Peso: 34
No:358 | Peso: 21
No:361 | Peso: 21
No:362 | Peso: 39
No:363 | Peso: 32
No:364 | Peso: 30
No:367 | Peso: 33
No:376 | Peso: 25
No:378 | Peso: 39
No:379 | Peso: 36
No:381 | Peso: 46
No:386 | Peso: 28
No:387 | Peso: 31
No:389 | Peso: 27
No:395 | Peso: 28
No:397 | Peso: 30
No:402 | Peso: 35
No:403 | Peso: 48
No:408 | Peso: 23
No:409 | Peso: 35
No:411 | Peso: 42
No:412 | Peso: 20
No:413 | Peso: 35
No:416 | Peso: 25
No:417 | Peso: 35
No:418 | Peso: 28
No:420 | Peso: 47
No:422 | Peso: 43
No:425 | Peso: 22
No:426 | Peso: 38
No:429 | Peso: 37
No:436 | Peso: 30
No:438 | Peso: 25
No:439 | Peso: 24
No:442 | Peso: 28
No:447 | Peso: 23
No:449 | Peso: 43
No:453 | Peso: 30
No:455 | Peso: 41
No:456 | Peso: 43
No:457 | Peso: 28
No:458 | Peso: 45
No:461 | Peso: 20
No:463 | Peso: 35
No:464 | Peso: 45
No:466 | Peso: 20
No:467 | Peso: 35
No:472 | Peso: 29
No:479 | Peso: 42
No:487 | Peso: 32
No:488 | Peso: 29
No:489 | Peso: 27
No:491 | Peso: 22
No:493 | Peso: 27
No:498 | Peso: 29
No:500 | Peso: 30
Soma dos pesos da solução: 6940
--------
Solucao 7
No:11 | Peso: 35
No:13 | Peso: 40
No:22 | Peso: 37
No:26 | Peso: 33
No:31 | Peso: 28
No:35 | Peso: 40
No:37 | Peso: 35
No:41 | Peso: 44
No:45 | Peso: 34
No:49 | Peso: 33
No:50 | Peso: 38
No:52 | Peso: 22
No:54 | Peso: 22
No:55 | Peso: 43
No:57 | Peso: 25
No:59 | Peso: 26
No:62 | Peso: 41
No:63 | Peso: 37
No:69 | Peso: 30
No:70 | Peso: 25
No:71 | Peso: 31
No:77 | Peso: 42
No:82 | Peso: 20
No:84 | Peso: 42
No:87 | Peso: 33
No:91 | Peso: 40
No:92 | Peso: 41
No:95 | Peso: 49
No:97 | Peso: 49
No:99 | Peso: 35
No:103 | Peso: 24
No:106 | Peso: 21
No:108 | Peso: 41
No:112 | Peso: 29
No:115 | Peso: 20
No:117 | Peso: 37
No:120 | Peso: 45
No:124 | Peso: 30
No:125 | Peso: 34
No:126 | Peso: 39
No:127 | Peso: 34
No:128 | Peso: 27
No:129 | Peso: 23
No:131 | Peso: 40
No:133 | Peso: 30
No:135 | Peso: 32
No:138 | Peso: 45
No:144 | Peso: 24
No:148 | Peso: 37
No:149 | Peso: 42
No:150 | Peso: 30
No:151 | Peso: 35
No:154 | Peso: 39
No:157 | Peso: 30
No:162 | Peso: 44
No:166 | Peso: 25
No:167 | Peso: 48
No:168 | Peso: 44
No:171 | Peso: 44
No:172 | Peso: 42
No:174 | Peso: 33
No:178 | Peso: 26
No:179 | Peso: 30
No:180 | Peso: 23
No:181 | Peso: 23
No:182 | Peso: 47
No:183 | Peso: 35
No:186 | Peso: 35
No:189 | Peso: 48
No:190 | Peso: 25
No:193 | Peso: 22
No:194 | Peso: 48
No:195 | Peso: 22
No:196 | Peso: 29
No:197 | Peso: 24
No:198 | Peso: 23
No:200 | Peso: 44
No:201 | Peso: 32
No:203 | Peso: 30
No:204 | Peso: 23
No:205 | Peso: 35
No:206 | Peso: 42
No:215 | Peso: 33
No:216 | Peso: 40
No:217 | Peso: 29
No:224 | Peso: 20
No:225 | Peso: 38
No:231 | Peso: 47
No:232 | Peso: 44
No:236 | Peso: 32
No:237 | Peso: 36
No:238 | Peso: 31
No:239 | Peso: 27
No:243 | Peso: 42
No:248 | Peso: 33
No:253 | Peso: 28
No:255 | Peso: 35
No:260 | Peso: 42
No:262 | Peso: 36
No:264 | Peso: 37
No:265 | Peso: 32
No:266 | Peso: 34
No:269 | Peso: 48
No:271 | Peso: 23
No:277 | Peso: 35
No:278 | Peso: 28
No:280 | Peso: 42
No:281 | Peso: 25
No:285 | Peso: 31
No:286 | Peso: 38
No:287 | Peso: 35
No:288 | Peso: 42
No:293 | Peso: 47
No:295 | Peso: 24
No:296 | Peso: 22
No:298 | Peso: 24
No:299 | Peso: 25
No:304 | Peso: 33
No:305 | Peso: 28
No:307 | Peso: 41
No:310 | Peso: 40
No:314 | Peso: 41
No:315 | Peso: 36
No:316 | Peso: 48
No:317 | Peso: 41
No:319 | Peso: 25
No:320 | Peso: 43
No:321 | Peso: 48
No:323 | Peso: 48
No:324 | Peso: 33
No:325 | Peso: 33
No:326 | Peso: 47
No:327 | Peso: 20
No:331 | Peso: 34
No:333 | Peso: 22
No:335 | Peso: 35
No:337 | Peso: 40
No:342 | Peso: 42
No:344 | Peso: 29
No:346 | Peso: 21
No:347 | Peso: 20
No:351 | Peso: 31
No:352 | Peso: 25
No:353 | Peso: 49
No:354 | Peso: 32
No:355 | Peso: 34
No:356 | Peso: 31
No:359 | Peso: 20
No:360 | Peso: 31
No:361 | Peso: 21
No:372 | Peso: 30
No:374 | Peso: 45
No:376 | Peso: 25
No:380 | Peso: 32
No:386 | Peso: 28
No:387 | Peso: 31
No:389 | Peso: 27
No:391 | Peso: 47
No:393 | Peso: 30
No:394 | Peso: 28
No:397 | Peso: 30
No:408 | Peso: 23
No:412 | Peso: 20
No:414 | Peso: 37
No:415 | Peso: 34
No:416 | Peso: 25
No:417 | Peso: 35
No:419 | Peso: 36
No:424 | Peso: 23
No:425 | Peso: 22
No:426 | Peso: 38
No:427 | Peso: 49
No:428 | Peso: 27
No:429 | Peso: 37
No:433 | Peso: 35
No:434 | Peso: 48
No:436 | Peso: 30
No:437 | Peso: 46
No:438 | Peso: 25
No:439 | Peso: 24
No:440 | Peso: 43
No:442 | Peso: 28
No:446 | Peso: 46
No:447 | Peso: 23
No:450 | Peso: 22
No:453 | Peso: 30
No:454 | Peso: 26
No:459 | Peso: 47
No:460 | Peso: 30
No:462 | Peso: 32
No:464 | Peso: 45
No:468 | Peso: 36
No:471 | Peso: 29
No:475 | Peso: 28
No:476 | Peso: 38
No:481 | Peso: 35
No:482 | Peso: 26
No:483 | Peso: 34
No:484 | Peso: 34
No:485 | Peso: 46
No:488 | Peso: 29
No:489 | Peso: 27
No:490 | Peso: 21
No:493 | Peso: 27
No:495 | Peso: 42
No:500 | Peso: 30
Soma dos pesos da solução: 6912
--------
Solucao 8
No:15 | Peso: 22
No:17 | Peso: 23
No:20 | Peso: 34
No:48 | Peso: 35
No:49 | Peso: 33
No:53 | Peso: 44
No:56 | Peso: 41
No:57 | Peso: 25
No:58 | Peso: 43
No:60 | Peso: 23
No:64 | Peso: 45
No:65 | Peso: 22
No:66 | Peso: 27
No:67 | Peso: 29
No:68 | Peso: 38
No:70 | Peso: 25
No:71 | Peso: 31
No:74 | Peso: 22
No:75 | Peso: 40
No:80 | Peso: 36
No:81 | Peso: 22
No:82 | Peso: 20
No:83 | Peso: 23
No:84 | Peso: 42
No:91 | Peso: 40
No:92 | Peso: 41
No:94 | Peso: 42
No:95 | Peso: 49
No:97 | Peso: 49
No:98 | Peso: 49
No:100 | Peso: 26
No:102 | Peso: 41
No:103 | Peso: 24
No:107 | Peso: 22
No:108 | Peso: 41
No:110 | Peso: 23
No:111 | Peso: 48
No:112 | Peso: 29
No:113 | Peso: 25
No:115 | Peso: 20
No:117 | Peso: 37
No:119 | Peso: 23
No:120 | Peso: 45
No:125 | Peso: 34
No:127 | Peso: 34
No:128 | Peso: 27
No:134 | Peso: 30
No:138 | Peso: 45
No:139 | Peso: 35
No:144 | Peso: 24
No:145 | Peso: 20
No:147 | Peso: 36
No:150 | Peso: 30
No:152 | Peso: 24
No:153 | Peso: 46
No:156 | Peso: 26
No:157 | Peso: 30
No:158 | Peso: 44
No:164 | Peso: 46
No:165 | Peso: 33
No:168 | Peso: 44
No:169 | Peso: 26
No:174 | Peso: 33
No:176 | Peso: 22
No:177 | Peso: 47
No:179 | Peso: 30
No:180 | Peso: 23
No:183 | Peso: 35
No:184 | Peso: 43
No:185 | Peso: 21
No:187 | Peso: 46
No:189 | Peso: 48
No:192 | Peso: 21
No:193 | Peso: 22
No:194 | Peso: 48
No:195 | Peso: 22
No:196 | Peso: 29
No:200 | Peso: 44
No:201 | Peso: 32
No:204 | Peso: 23
No:208 | Peso: 33
No:209 | Peso: 48
No:211 | Peso: 29
No:213 | Peso: 33
No:215 | Peso: 33
No:218 | Peso: 44
No:224 | Peso: 20
No:225 | Peso: 38
No:226 | Peso: 43
No:227 | Peso: 39
No:228 | Peso: 29
No:230 | Peso: 31
No:233 | Peso: 35
No:237 | Peso: 36
No:238 | Peso: 31
No:239 | Peso: 27
No:241 | Peso: 39
No:244 | Peso: 38
No:246 | Peso: 46
No:248 | Peso: 33
No:251 | Peso: 49
No:255 | Peso: 35
No:257 | Peso: 44
No:258 | Peso: 29
No:262 | Peso: 36
No:267 | Peso: 38
No:269 | Peso: 48
No:271 | Peso: 23
No:282 | Peso: 25
No:285 | Peso: 31
No:287 | Peso: 35
No:290 | Peso: 35
No:291 | Peso: 37
No:293 | Peso: 47
No:295 | Peso: 24
No:297 | Peso: 30
No:298 | Peso: 24
No:303 | Peso: 34
No:304 | Peso: 33
No:305 | Peso: 28
No:306 | Peso: 21
No:307 | Peso: 41
No:310 | Peso: 40
No:312 | Peso: 36
No:314 | Peso: 41
No:317 | Peso: 41
No:319 | Peso: 25
No:321 | Peso: 48
No:323 | Peso: 48
No:330 | Peso: 25
No:335 | Peso: 35
No:336 | Peso: 37
No:337 | Peso: 40
No:340 | Peso: 29
No:341 | Peso: 46
No:343 | Peso: 27
No:345 | Peso: 46
No:346 | Peso: 21
No:347 | Peso: 20
No:350 | Peso: 26
No:351 | Peso: 31
No:352 | Peso: 25
No:354 | Peso: 32
No:356 | Peso: 31
No:359 | Peso: 20
No:360 | Peso: 31
No:361 | Peso: 21
No:362 | Peso: 39
No:365 | Peso: 25
No:366 | Peso: 28
No:368 | Peso: 34
No:369 | Peso: 26
No:370 | Peso: 49
No:371 | Peso: 27
No:376 | Peso: 25
No:378 | Peso: 39
No:379 | Peso: 36
No:380 | Peso: 32
No:381 | Peso: 46
No:383 | Peso: 24
No:389 | Peso: 27
No:393 | Peso: 30
No:396 | Peso: 27
No:397 | Peso: 30
No:398 | Peso: 46
No:399 | Peso: 23
No:401 | Peso: 37
No:403 | Peso: 48
No:404 | Peso: 49
No:406 | Peso: 20
No:410 | Peso: 28
No:412 | Peso: 20
No:413 | Peso: 35
No:415 | Peso: 34
No:416 | Peso: 25
No:425 | Peso: 22
No:426 | Peso: 38
No:428 | Peso: 27
No:429 | Peso: 37
No:434 | Peso: 48
No:437 | Peso: 46
No:438 | Peso: 25
No:439 | Peso: 24
No:442 | Peso: 28
No:445 | Peso: 30
No:446 | Peso: 46
No:450 | Peso: 22
No:452 | Peso: 21
No:454 | Peso: 26
No:455 | Peso: 41
No:459 | Peso: 47
No:460 | Peso: 30
No:462 | Peso: 32
No:463 | Peso: 35
No:464 | Peso: 45
No:468 | Peso: 36
No:472 | Peso: 29
No:474 | Peso: 43
No:480 | Peso: 25
No:482 | Peso: 26
No:484 | Peso: 34
No:488 | Peso: 29
No:489 | Peso: 27
No:490 | Peso: 21
No:491 | Peso: 22
No:492 | Peso: 21
No:493 | Peso: 27
No:498 | Peso: 29
No:500 | Peso: 30
Soma dos pesos da solução: 6894
--------
Solucao 9
No:3 | Peso: 45
No:7 | Peso: 27
No:14 | Peso: 20
No:16 | Peso: 47
No:17 | Peso: 23
No:18 | Peso: 45
No:20 | Peso: 34
No:21 | Peso: 26
No:25 | Peso: 49
No:28 | Peso: 36
No:30 | Peso: 34
No:31 | Peso: 28
No:36 | Peso: 46
No:39 | Peso: 45
No:40 | Peso: 39
No:41 | Peso: 44
No:42 | Peso: 36
No:44 | Peso: 38
No:47 | Peso: 30
No:48 | Peso: 35
No:50 | Peso: 38
No:51 | Peso: 42
No:52 | Peso: 22
No:53 | Peso: 44
No:54 | Peso: 22
No:57 | Peso: 25
No:58 | Peso: 43
No:60 | Peso: 23
No:66 | Peso: 27
No:67 | Peso: 29
No:70 | Peso: 25
No:74 | Peso: 22
No:75 | Peso: 40
No:76 | Peso: 39
No:78 | Peso: 46
No:81 | Peso: 22
No:82 | Peso: 20
No:83 | Peso: 23
No:86 | Peso: 26
No:88 | Peso: 32
No:90 | Peso: 49
No:94 | Peso: 42
No:95 | Peso: 49
No:100 | Peso: 26
No:101 | Peso: 23
No:103 | Peso: 24
No:104 | Peso: 27
No:107 | Peso: 22
No:109 | Peso: 32
No:111 | Peso: 48
No:112 | Peso: 29
No:113 | Peso: 25
No:115 | Peso: 20
No:116 | Peso: 39
No:118 | Peso: 44
No:119 | Peso: 23
No:120 | Peso: 45
No:123 | Peso: 30
No:125 | Peso: 34
No:126 | Peso: 39
No:130 | Peso: 36
No:131 | Peso: 40
No:132 | Peso: 42
No:133 | Peso: 30
No:135 | Peso: 32
No:136 | Peso: 31
No:140 | Peso: 40
No:141 | Peso: 24
No:143 | Peso: 49
No:144 | Peso: 24
No:145 | Peso: 20
No:146 | Peso: 31
No:149 | Peso: 42
No:150 | Peso: 30
No:153 | Peso: 46
No:159 | Peso: 42
No:160 | Peso: 37
No:161 | Peso: 37
No:162 | Peso: 44
No:168 | Peso: 44
No:170 | Peso: 39
No:172 | Peso: 42
No:174 | Peso: 33
No:175 | Peso: 41
No:180 | Peso: 23
No:186 | Peso: 35
No:187 | Peso: 46
No:189 | Peso: 48
No:192 | Peso: 21
No:193 | Peso: 22
No:199 | Peso: 40
No:203 | Peso: 30
No:205 | Peso: 35
No:211 | Peso: 29
No:212 | Peso: 24
No:214 | Peso: 39
No:218 | Peso: 44
No:221 | Peso: 29
No:226 | Peso: 43
No:228 | Peso: 29
No:229 | Peso: 30
No:235 | Peso: 40
No:238 | Peso: 31
No:240 | Peso: 28
No:244 | Peso: 38
No:247 | Peso: 37
No:249 | Peso: 35
No:254 | Peso: 43
No:255 | Peso: 35
No:261 | Peso: 23
No:264 | Peso: 37
No:265 | Peso: 32
No:266 | Peso: 34
No:267 | Peso: 38
No:271 | Peso: 23
No:275 | Peso: 28
No:280 | Peso: 42
No:281 | Peso: 25
No:282 | Peso: 25
No:284 | Peso: 47
No:287 | Peso: 35
No:289 | Peso: 49
No:290 | Peso: 35
No:291 | Peso: 37
No:295 | Peso: 24
No:296 | Peso: 22
No:297 | Peso: 30
No:302 | Peso: 38
No:303 | Peso: 34
No:305 | Peso: 28
No:306 | Peso: 21
No:310 | Peso: 40
No:311 | Peso: 39
No:313 | Peso: 26
No:314 | Peso: 41
No:317 | Peso: 41
No:319 | Peso: 25
No:320 | Peso: 43
No:321 | Peso: 48
No:324 | Peso: 33
No:325 | Peso: 33
No:327 | Peso: 20
No:328 | Peso: 22
No:332 | Peso: 30
No:334 | Peso: 41
No:338 | Peso: 30
No:340 | Peso: 29
No:343 | Peso: 27
No:346 | Peso: 21
No:347 | Peso: 20
No:349 | Peso: 48
No:351 | Peso: 31
No:354 | Peso: 32
No:356 | Peso: 31
No:360 | Peso: 31
No:361 | Peso: 21
No:363 | Peso: 32
No:364 | Peso: 30
No:365 | Peso: 25
No:368 | Peso: 34
No:369 | Peso: 26
No:374 | Peso: 45
No:377 | Peso: 38
No:378 | Peso: 39
No:379 | Peso: 36
No:386 | Peso: 28
No:388 | Peso: 40
No:394 | Peso: 28
No:395 | Peso: 28
No:396 | Peso: 27
No:397 | Peso: 30
No:401 | Peso: 37
No:403 | Peso: 48
No:404 | Peso: 49
No:405 | Peso: 49
No:407 | Peso: 40
No:408 | Peso: 23
No:409 | Peso: 35
No:413 | Peso: 35
No:415 | Peso: 34
No:417 | Peso: 35
No:419 | Peso: 36
No:423 | Peso: 27
No:427 | Peso: 49
No:429 | Peso: 37
No:431 | Peso: 45
No:432 | Peso: 42
No:434 | Peso: 48
No:438 | Peso: 25
No:439 | Peso: 24
No:442 | Peso: 28
No:445 | Peso: 30
No:446 | Peso: 46
No:447 | Peso: 23
No:454 | Peso: 26
No:455 | Peso: 41
No:459 | Peso: 47
No:472 | Peso: 29
No:482 | Peso: 26
No:487 | Peso: 32
No:488 | Peso: 29
No:489 | Peso: 27
No:490 | Peso: 21
No:491 | Peso: 22
No:492 | Peso: 21
No:493 | Peso: 27
No:495 | Peso: 42
No:496 | Peso: 26
No:498 | Peso: 29
Soma dos pesos da solução: 7023
--------
Solucao 10
No:9 | Peso: 30
No:17 | Peso: 23
No:22 | Peso: 37
No:26 | Peso: 33
No:29 | Peso: 31
No:30 | Peso: 34
No:31 | Peso: 28
No:37 | Peso: 35
No:47 | Peso: 30
No:49 | Peso: 33
No:53 | Peso: 44
No:55 | Peso: 43
No:61 | Peso: 40
No:64 | Peso: 45
No:65 | Peso: 22
No:66 | Peso: 27
No:67 | Peso: 29
No:68 | Peso: 38
No:70 | Peso: 25
No:75 | Peso: 40
No:77 | Peso: 42
No:80 | Peso: 36
No:81 | Peso: 22
No:82 | Peso: 20
No:88 | Peso: 32
No:90 | Peso: 49
No:95 | Peso: 49
No:100 | Peso: 26
No:101 | Peso: 23
No:104 | Peso: 27
No:107 | Peso: 22
No:109 | Peso: 32
No:113 | Peso: 25
No:115 | Peso: 20
No:116 | Peso: 39
No:117 | Peso: 37
No:120 | Peso: 45
No:123 | Peso: 30
No:124 | Peso: 30
No:125 | Peso: 34
No:127 | Peso: 34
No:128 | Peso: 27
No:130 | Peso: 36
No:133 | Peso: 30
No:134 | Peso: 30
No:136 | Peso: 31
No:141 | Peso: 24
No:142 | Peso: 42
No:143 | Peso: 49
No:144 | Peso: 24
No:145 | Peso: 20
No:152 | Peso: 24
No:153 | Peso: 46
No:156 | Peso: 26
No:159 | Peso: 42
No:164 | Peso: 46
No:166 | Peso: 25
No:167 | Peso: 48
No:170 | Peso: 39
No:171 | Peso: 44
No:173 | Peso: 28
No:175 | Peso: 41
No:176 | Peso: 22
No:177 | Peso: 47
No:178 | Peso: 26
No:180 | Peso: 23
No:181 | Peso: 23
No:185 | Peso: 21
No:186 | Peso: 35
No:189 | Peso: 48
No:190 | Peso: 25
No:191 | Peso: 20
No:192 | Peso: 21
No:193 | Peso: 22
No:194 | Peso: 48
No:195 | Peso: 22
No:197 | Peso: 24
No:198 | Peso: 23
No:199 | Peso: 40
No:201 | Peso: 32
No:205 | Peso: 35
No:206 | Peso: 42
No:207 | Peso: 46
No:208 | Peso: 33
No:216 | Peso: 40
No:217 | Peso: 29
No:218 | Peso: 44
No:219 | Peso: 44
No:220 | Peso: 47
No:221 | Peso: 29
No:222 | Peso: 27
No:224 | Peso: 20
No:225 | Peso: 38
No:227 | Peso: 39
No:228 | Peso: 29
No:229 | Peso: 30
No:231 | Peso: 47
No:233 | Peso: 35
No:234 | Peso: 35
No:238 | Peso: 31
No:240 | Peso: 28
No:241 | Peso: 39
No:242 | Peso: 33
No:246 | Peso: 46
No:249 | Peso: 35
No:252 | Peso: 29
No:254 | Peso: 43
No:256 | Peso: 24
No:259 | Peso: 34
No:263 | Peso: 22
No:264 | Peso: 37
No:266 | Peso: 34
No:267 | Peso: 38
No:273 | Peso: 37
No:276 | Peso: 45
No:282 | Peso: 25
No:283 | Peso: 44
No:284 | Peso: 47
No:286 | Peso: 38
No:287 | Peso: 35
No:291 | Peso: 37
No:292 | Peso: 26
No:293 | Peso: 47
No:295 | Peso: 24
No:296 | Peso: 22
No:297 | Peso: 30
No:300 | Peso: 32
No:302 | Peso: 38
No:303 | Peso: 34
No:305 | Peso: 28
No:306 | Peso: 21
No:311 | Peso: 39
No:312 | Peso: 36
No:313 | Peso: 26
No:314 | Peso: 41
No:318 | Peso: 25
No:319 | Peso: 25
No:320 | Peso: 43
No:322 | Peso: 45
No:325 | Peso: 33
No:326 | Peso: 47
No:327 | Peso: 20
No:333 | Peso: 22
No:335 | Peso: 35
No:336 | Peso: 37
No:338 | Peso: 30
No:340 | Peso: 29
No:341 | Peso: 46
No:343 | Peso: 27
No:346 | Peso: 21
No:347 | Peso: 20
No:350 | Peso: 26
No:352 | Peso: 25
No:356 | Peso: 31
No:357 | Peso: 40
No:364 | Peso: 30
No:365 | Peso: 25
No:367 | Peso: 33
No:369 | Peso: 26
No:371 | Peso: 27
No:373 | Peso: 35
No:374 | Peso: 45
No:379 | Peso: 36
No:381 | Peso: 46
No:382 | Peso: 45
No:383 | Peso: 24
No:384 | Peso: 23
No:386 | Peso: 28
No:390 | Peso: 23
No:391 | Peso: 47
No:393 | Peso: 30
No:395 | Peso: 28
No:397 | Peso: 30
No:399 | Peso: 23
No:407 | Peso: 40
No:409 | Peso: 35
No:410 | Peso: 28
No:416 | Peso: 25
No:418 | Peso: 28
No:423 | Peso: 27
No:425 | Peso: 22
No:427 | Peso: 49
No:428 | Peso: 27
No:432 | Peso: 42
No:433 | Peso: 35
No:434 | Peso: 48
No:438 | Peso: 25
No:439 | Peso: 24
No:442 | Peso: 28
No:446 | Peso: 46
No:451 | Peso: 42
No:455 | Peso: 41
No:456 | Peso: 43
No:457 | Peso: 28
No:458 | Peso: 45
No:460 | Peso: 30
No:462 | Peso: 32
No:467 | Peso: 35
No:468 | Peso: 36
No:470 | Peso: 23
No:472 | Peso: 29
No:475 | Peso: 28
No:485 | Peso: 46
No:487 | Peso: 32
No:488 | Peso: 29
No:489 | Peso: 27
No:492 | Peso: 21
No:493 | Peso: 27
No:494 | Peso: 44
No:495 | Peso: 42
No:496 | Peso: 26
No:500 | Peso: 30
Soma dos pesos da solução: 6995
--------
Média dos valores das soluções: 6958.7
A solucao tem média de desempenho 2.81508 pior que o da literatura.
Média do tempo de execução: 166.627s.
